task,pipeline,model,sampling_rate,outer_fold,inner_fold,channels,window,overlap,csp_filters,first_aug,second_aug,learning_rate,evaluation_type,accuracy_unbalanced,accuracy_weighted,precision_micro,precision_macro,precision_weighted,recall_micro,recall_macro,recall_weighted,f1score_micro,f1score_macro,f1score_weighted,rocauc_micro,rocauc_macro,rocauc_weighted,cohen_kappa
pds,ica,atc,125,1,2,32,16,2500,0,phase_swap,masking,0.00025,subject,0.7941176470588235,0.8040293040293041,0.7941176470588235,0.7881944444444444,0.8118872549019607,0.7941176470588235,0.8040293040293041,0.7941176470588235,0.7941176470588235,0.7895667550839964,0.7968481822437198,,,,0.5824561403508772
pds,ica,atc,125,2,2,32,16,2500,0,phase_swap,masking,0.00025,subject,0.8285714285714286,0.8333333333333334,0.8285714285714286,0.826797385620915,0.8356676003734828,0.8285714285714286,0.8333333333333334,0.8285714285714286,0.8285714285714286,0.8273026315789473,0.8294172932330827,,,,0.6557377049180327
pds,ica,atc,125,3,2,32,16,2500,0,phase_swap,masking,0.00025,subject,0.7058823529411765,0.7326007326007327,0.7058823529411765,0.7228070175438597,0.756656346749226,0.7058823529411765,0.7326007326007327,0.7058823529411765,0.7058823529411765,0.7048611111111112,0.7089460784313725,,,,0.42760942760942755
pds,ica,atc,125,4,2,32,16,2500,0,phase_swap,masking,0.00025,subject,0.7941176470588235,0.787719298245614,0.7941176470588235,0.7928571428571429,0.7936974789915967,0.7941176470588235,0.787719298245614,0.7941176470588235,0.7941176470588235,0.7895667550839964,0.793207468663858,,,,0.5795053003533569
pds,ica,atc,125,5,2,32,16,2500,0,phase_swap,masking,0.00025,subject,0.8529411764705882,0.8663003663003663,0.8529411764705882,0.8472222222222222,0.8700980392156863,0.8529411764705882,0.8663003663003663,0.8529411764705882,0.8529411764705882,0.8496905393457117,0.8548915587455141,,,,0.7017543859649122
pds,ica,atc,125,6,2,32,16,2500,0,phase_swap,masking,0.00025,subject,0.7352941176470589,0.7280701754385965,0.7352941176470589,0.7321428571428572,0.7342436974789917,0.7352941176470589,0.7280701754385965,0.7352941176470589,0.7352941176470589,0.7294429708222812,0.7341238882821033,,,,0.4593639575971732
pds,ica,atc,125,7,2,32,16,2500,0,phase_swap,masking,0.00025,subject,0.7352941176470589,0.7271062271062271,0.7352941176470589,0.7214285714285715,0.7399159663865547,0.7352941176470589,0.7271062271062271,0.7352941176470589,0.7352941176470589,0.7235772357723578,0.7369679579148732,,,,0.447653429602888
pds,ica,atc,125,8,2,32,16,2500,0,phase_swap,masking,0.00025,subject,0.8235294117647058,0.8140350877192982,0.8235294117647058,0.8278388278388278,0.8256841198017668,0.8235294117647058,0.8140350877192982,0.8235294117647058,0.8235294117647058,0.8178571428571428,0.8216386554621848,,,,0.6370106761565837
pds,ica,atc,125,9,2,32,16,2500,0,phase_swap,masking,0.00025,subject,0.7647058823529411,0.7216117216117216,0.7647058823529411,0.768888888888889,0.766797385620915,0.7647058823529411,0.7216117216117216,0.7647058823529411,0.7647058823529411,0.7312252964426877,0.7535456870495234,,,,0.4708171206225681
pds,ica,atc,125,10,2,32,16,2500,0,phase_swap,masking,0.00025,subject,0.5882352941176471,0.5754385964912281,0.5882352941176471,0.5787545787545787,0.5834949364361129,0.5882352941176471,0.5754385964912281,0.5882352941176471,0.5882352941176471,0.575,0.5838235294117647,,,,0.15302491103202853
pds,ica,atc,125,1,3,32,16,2500,0,phase_swap,masking,0.00025,subject,0.7941176470588235,0.7893772893772895,0.7941176470588235,0.7821428571428571,0.798109243697479,0.7941176470588235,0.7893772893772895,0.7941176470588235,0.7941176470588235,0.7850045167118338,0.7954195228226792,,,,0.5703971119133573
pds,ica,atc,125,2,3,32,16,2500,0,phase_swap,masking,0.00025,subject,0.8571428571428571,0.8416666666666666,0.8571428571428571,0.8713768115942029,0.8649068322981366,0.8571428571428571,0.8416666666666666,0.8571428571428571,0.8571428571428571,0.8492678725236864,0.8541897379106681,,,,0.7008547008547008
pds,ica,atc,125,3,3,32,16,2500,0,phase_swap,masking,0.00025,subject,0.7352941176470589,0.7271062271062271,0.7352941176470589,0.7214285714285715,0.7399159663865547,0.7352941176470589,0.7271062271062271,0.7352941176470589,0.7352941176470589,0.7235772357723578,0.7369679579148732,,,,0.447653429602888
pds,ica,atc,125,4,3,32,16,2500,0,phase_swap,masking,0.00025,subject,0.7058823529411765,0.7157894736842105,0.7058823529411765,0.7157894736842105,0.7256965944272447,0.7058823529411765,0.7157894736842105,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.7058823529411765,,,,0.41979522184300333
pds,ica,atc,125,5,3,32,16,2500,0,phase_swap,masking,0.00025,subject,0.8235294117647058,0.7985347985347986,0.8235294117647058,0.8221343873517787,0.8230644036270636,0.8235294117647058,0.7985347985347986,0.8235294117647058,0.8235294117647058,0.8068181818181819,0.8201871657754011,,,,0.6150943396226416
pds,ica,atc,125,6,3,32,16,2500,0,phase_swap,masking,0.00025,subject,0.7647058823529411,0.7473684210526316,0.7647058823529411,0.7786561264822134,0.7740060451057893,0.7647058823529411,0.7473684210526316,0.7647058823529411,0.7647058823529411,0.7509157509157509,0.757810816634346,,,,0.5090252707581226
pds,ica,atc,125,7,3,32,16,2500,0,phase_swap,masking,0.00025,subject,0.7647058823529411,0.7362637362637363,0.7647058823529411,0.7549407114624507,0.7614508253894444,0.7647058823529411,0.7362637362637363,0.7647058823529411,0.7647058823529411,0.7424242424242424,0.7602495543672015,,,,0.4867924528301887
pds,ica,atc,125,8,3,32,16,2500,0,phase_swap,masking,0.00025,subject,0.8235294117647058,0.8280701754385965,0.8235294117647058,0.8235294117647058,0.8304498269896193,0.8235294117647058,0.8280701754385965,0.8235294117647058,0.8235294117647058,0.8229166666666667,0.8241421568627452,,,,0.6470588235294117
pds,ica,atc,125,9,3,32,16,2500,0,phase_swap,masking,0.00025,subject,0.7647058823529411,0.7509157509157509,0.7647058823529411,0.7509157509157509,0.7647058823529411,0.7647058823529411,0.7509157509157509,0.7647058823529411,0.7647058823529411,0.7509157509157509,0.7647058823529411,,,,0.5018315018315018
pds,ica,atc,125,10,3,32,16,2500,0,phase_swap,masking,0.00025,subject,0.6176470588235294,0.5947368421052632,0.6176470588235294,0.6125,0.6139705882352942,0.6176470588235294,0.5947368421052632,0.6176470588235294,0.6176470588235294,0.5888372093023255,0.6016415868673051,,,,0.1963636363636363
pds,ica,atc,125,1,4,32,16,2500,0,phase_swap,masking,0.00025,subject,0.7647058823529411,0.7802197802197802,0.7647058823529411,0.7647058823529411,0.7923875432525951,0.7647058823529411,0.7802197802197802,0.7647058823529411,0.7647058823529411,0.7614035087719297,0.7680082559339525,,,,0.5294117647058824
pds,ica,atc,125,2,4,32,16,2500,0,phase_swap,masking,0.00025,subject,0.7428571428571429,0.7583333333333333,0.7428571428571429,0.7583333333333333,0.7738095238095238,0.7428571428571429,0.7583333333333333,0.7428571428571429,0.7428571428571429,0.7428571428571429,0.7428571428571429,,,,0.496
pds,ica,atc,125,3,4,32,16,2500,0,phase_swap,masking,0.00025,subject,0.7647058823529411,0.7948717948717949,0.7647058823529411,0.7824561403508772,0.8179566563467492,0.7647058823529411,0.7948717948717949,0.7647058823529411,0.7647058823529411,0.7638888888888888,0.767156862745098,,,,0.5420875420875421
pds,ica,atc,125,4,4,32,16,2500,0,phase_swap,masking,0.00025,subject,0.7352941176470589,0.7421052631578948,0.7352941176470589,0.7395833333333333,0.7481617647058824,0.7352941176470589,0.7421052631578948,0.7352941176470589,0.7352941176470589,0.7350649350649351,0.7359816653934301,,,,0.4742268041237113
